HOTEL,ANIO,MES,ESCENARIO,RN,HABITACIONES,ROOMS_REV_ALOJAMIENTO,ROOMS_REV_UPGRADES,ROOMS_REV_OTROS,ROOMS_REVENUE,FOOD_REVENUE,BEVERAGE_REVENUE,BANQUETS_REVENUE,FB_PENSION,DAY_PASS,FB_REVENUE,OTHER_DEPT_REVENUE,MISC_INCOME,OPERATING_REVENUE,AR,ROOMS_PERSONNEL,ROOMS_OTHER_EXPENSES,ROOMS_OPEX,FOOD_COST,BEVERAGE_COST,FB_COST,FB_PERSONNEL,FB_OTHER_EXPENSES,FB_OPEX,OPERATING_EXPENSES,ROOMS_PROFIT,FB_PROFIT,TOTAL_DEPT_PROFIT,UNDISTRIB_OPEX,GOP
Hotel Riviera,2026,6,BUDGET,3099,3780,625385.04,4123.89,0.00,629508.93,6151.10,10905.26,0.00,174022.80,2073.85,193153.01,4298.43,-113.40,826846.96,266.83,-88544.19,-64131.55,-152675.74,-41757.00,-17633.84,-59390.84,-121212.38,-5406.37,-186009.59,-338685.33,476833.19,7143.42,488161.63,-124524.65,363636.98
Hotel Riviera,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Riviera,2026,7,BUDGET,5326,5952,1179240.96,3369.37,0.00,1182610.33,9807.68,20899.93,0.00,297022.72,5019.32,332749.64,7280.89,-34.56,1522606.30,285.88,-137874.86,-139726.42,-277601.28,-72863.85,-24747.77,-97611.62,-187228.41,-9217.94,-294057.97,-571659.25,905009.05,38691.67,950947.05,-209289.17,741657.88
Hotel Riviera,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Riviera,2026,8,BUDGET,4268,4697,1027121.52,1928.49,0.00,1029050.01,8098.10,15835.10,505.99,245973.38,4228.21,274640.78,5437.41,663.57,1309791.77,306.87,-108387.84,-117592.83,-225980.67,-55475.74,-24949.30,-80425.04,-147778.59,-5826.97,-234030.60,-460011.27,803069.34,40610.18,849780.50,-162387.03,687393.46
Hotel Riviera,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Riviera,2026,9,BUDGET,5068,5535,870044.19,2472.68,0.00,872516.87,8446.96,14992.69,1511.70,287736.36,1846.67,314534.39,6381.81,45.51,1193478.58,235.51,-131991.57,-101507.49,-233499.06,-69141.65,-25301.92,-94443.57,-180376.01,-7042.17,-281861.75,-515360.80,639017.81,32672.64,678117.77,-183830.80,494286.97
Hotel Riviera,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Riviera,2026,10,BUDGET,4018,4536,455807.52,3965.48,0.00,459773.00,6632.49,12606.34,0.00,228120.48,1150.38,248509.68,4508.51,-3126.06,709665.13,176.62,-125075.73,-65955.62,-191031.35,-51764.38,-22967.87,-74732.25,-160827.23,-6170.73,-241730.21,-432761.55,268741.65,6779.47,276903.58,-171483.37,105420.21
Hotel Riviera,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Riviera,2026,11,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-6029.60,0.00,-6029.60,0.00,0.00,0.00,-10700.29,-2034.00,-12734.29,-18763.90,-6029.60,-12734.29,-18763.90,-54397.56,-73161.46
Hotel Riviera,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Riviera,2026,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27602.67,27602.67,,0.00,0.00,0.00,0.00,0.00,0.00,-9576.55,0.00,-9576.55,-9576.55,0.00,-9576.55,18026.12,-54660.14,-36634.02
Hotel Riviera,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Solaris,2025,1,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19838.67,19838.67,,0.00,0.00,0.00,0.00,0.00,0.00,-243.80,0.00,-243.80,-243.80,0.00,-243.80,19594.87,-56206.07,-36611.20
Hotel Solaris,2025,1,REAL,0,0,0.00,0.00,0.00,0.00,-661.82,0.00,0.00,0.00,0.00,-661.82,0.00,21094.71,20432.89,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-661.82,20432.89,-51867.18,-31434.29
Hotel Solaris,2025,2,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,-205.30,0.00,-205.30,-205.30,0.00,-205.30,-205.30,-50388.84,-50594.15
Hotel Solaris,2025,2,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-66273.93,-66273.93
Hotel Solaris,2025,3,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-1938.44,0.00,-1938.44,0.00,0.00,0.00,-10233.32,-84.00,-10317.32,-12255.76,-1938.44,-10317.32,-12255.76,-88381.89,-100637.65
Hotel Solaris,2025,3,REAL,0,0,-772.37,0.00,0.00,-772.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-772.37,,-2409.80,-8217.40,-10627.20,0.00,0.00,0.00,-9807.17,-18614.80,-28421.96,-39049.16,-11399.57,-28421.96,-39821.53,-113734.21,-153555.74
Hotel Solaris,2025,4,BUDGET,376,1885,35790.61,141.08,0.00,35931.69,257.20,763.58,0.00,17931.94,0.00,18952.73,0.00,2209.89,57094.31,151.83,-59364.80,-22576.80,-81941.60,-7739.41,-4954.91,-12694.31,-55885.58,-10957.95,-79537.84,-161479.45,-46009.91,-60585.11,-104385.14,-172786.10,-277171.24
Hotel Solaris,2025,4,REAL,382,1742,34130.58,571.35,0.00,34701.93,166.44,1995.90,0.00,18162.83,0.00,20325.16,491.27,0.00,55518.36,145.45,-54598.13,-10486.42,-65084.55,-11751.94,-5867.95,-17619.89,-38786.55,-3580.01,-59986.44,-125070.99,-30382.62,-39661.28,-69552.63,-103836.76,-173389.38
Hotel Solaris,2025,5,BUDGET,3748,7202,411947.53,2958.89,206.31,415112.73,2479.09,8132.62,0.00,179587.91,446.28,190645.90,5317.77,432.96,611509.36,163.16,-79737.69,-67354.69,-147092.38,-61600.74,-15626.01,-77226.75,-126424.32,-14051.12,-217702.19,-364794.57,268020.35,-27056.29,246714.79,-160999.31,85715.48
Hotel Solaris,2025,5,REAL,5034,9903,512095.92,4622.88,207.01,516925.81,3274.55,13737.17,0.00,257447.82,0.00,274459.53,7057.55,329.65,798772.55,158.69,-108856.22,-71143.11,-179999.33,-84414.66,-23247.23,-107661.89,-157699.69,-5502.10,-270863.68,-450863.01,336926.47,3595.85,347909.53,-226888.61,121020.92
Hotel Solaris,2025,6,BUDGET,5610,7049,1053031.64,5162.00,276.38,1058470.02,5284.95,16621.80,0.00,269441.61,0.00,291348.36,10180.19,1796.91,1361795.48,242.76,-102913.02,-129313.82,-232226.84,-90063.06,-24763.39,-114826.45,-158361.17,-4088.67,-277276.29,-509503.13,826243.18,14072.06,852292.35,-193744.83,658547.52
Hotel Solaris,2025,6,REAL,5741,7524,1077548.06,7183.79,1213.15,1085945.00,5645.21,15709.63,0.00,299397.07,0.00,320751.91,12637.97,258.82,1419593.70,247.28,-114169.87,-83659.58,-197829.45,-97316.37,-27450.70,-124767.06,-164483.79,-7653.18,-296904.03,-494733.49,888115.55,23847.88,924860.22,-252327.48,672532.74
Hotel Solaris,2025,7,BUDGET,7092,7857,1748541.84,3715.20,446.56,1752703.61,13274.86,22411.15,0.00,338281.20,162.28,374129.49,15747.64,758.77,2143339.51,302.20,-122888.73,-231630.98,-354519.71,-120625.04,-24001.30,-144626.34,-188350.76,-7776.88,-340753.98,-695273.69,1398183.89,33375.51,1448065.81,-228915.31,1219150.50
Hotel Solaris,2025,7,REAL,8952,9984,2010616.82,6109.78,510.36,2017236.96,13924.31,26775.56,-5.55,460570.26,349.36,501613.94,19928.27,332.38,2539111.56,283.62,-171108.86,-304843.57,-475952.43,-149189.49,-38655.21,-187844.71,-246647.02,-11746.55,-446238.28,-922190.70,1541284.54,55375.67,1616920.85,-254381.92,1362538.93
Hotel Solaris,2025,8,BUDGET,6085,6465,1664421.72,2168.50,198.70,1666788.92,11269.09,22194.08,5616.90,292578.13,181.76,331839.96,14639.18,418.45,2013686.51,330.95,-102584.06,-224333.27,-326917.33,-105238.10,-22857.64,-128095.74,-154996.98,-5781.06,-288873.78,-615791.11,1339871.60,42966.18,1397895.40,-195254.08,1202641.32
Hotel Solaris,2025,8,REAL,6694,6956,1756496.00,1583.65,147.53,1758227.18,10219.86,19572.81,0.00,346246.91,236.46,376276.05,16940.90,231.57,2151675.69,321.45,-123591.65,-231347.17,-354938.82,-109367.53,-21696.30,-131063.83,-181978.34,-6678.07,-319720.24,-674659.06,1403288.36,56555.80,1477016.64,-214341.00,1262675.64
Hotel Solaris,2025,9,BUDGET,8076,8791,1345000.68,4073.70,241.90,1349316.29,6548.62,20631.50,0.00,399991.09,145.62,427316.83,12556.52,417.93,1789607.56,221.59,-140019.77,-159094.88,-299114.65,-123949.25,-39752.70,-163701.95,-212936.91,-7366.72,-384005.58,-683120.24,1050201.63,43311.25,1106487.33,-255821.90,850665.43
Hotel Solaris,2025,9,REAL,8038,8316,1238473.05,1368.18,411.37,1240252.60,5706.78,22060.52,0.00,409137.97,761.72,437667.00,17534.43,158.50,1695612.52,210.96,-141785.40,-175119.18,-316904.57,-132280.95,-36634.12,-168915.08,-211620.13,-8541.98,-389077.19,-705981.76,923348.02,48589.81,989630.76,-241504.44,748126.32
Hotel Solaris,2025,10,BUDGET,5901,7392,544011.98,4424.00,61.10,548497.08,4932.57,13746.58,0.00,285146.91,0.00,303826.06,8802.74,2294.88,863420.76,146.31,-122592.99,-83877.45,-206470.44,-92351.12,-29766.30,-122117.42,-156754.33,-6980.97,-285852.72,-492323.16,342026.64,17973.34,371097.60,-203936.46,167161.13
Hotel Solaris,2025,10,REAL,6493,7603,550127.59,2086.03,118.04,552331.67,2597.78,12849.54,916.36,321769.02,0.00,338132.70,16917.04,326.93,907708.33,139.79,-115559.48,-109223.02,-224782.50,-96010.10,-33042.83,-129052.93,-154342.55,-10793.35,-294188.83,-518971.33,327549.17,43943.87,388737.00,-246440.77,142296.23
Hotel Solaris,2025,11,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-2608.89,0.00,-2608.89,0.00,0.00,0.00,-13692.82,-2933.33,-16626.15,-19235.04,-2608.89,-16626.15,-19235.04,-66372.12,-85607.16
Hotel Solaris,2025,11,REAL,0,0,-2802.37,0.00,-45.45,-2847.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.40,-2799.42,,-890.93,-1026.11,-1917.05,-318.63,597.09,278.47,-6948.60,-119.70,-6789.84,-8706.89,-4764.87,-6789.84,-11506.31,-77133.90,-88640.21
Hotel Solaris,2025,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58961.00,58961.00,,0.00,0.00,0.00,0.00,0.00,0.00,-228.40,0.00,-228.40,-228.40,0.00,-228.40,58732.60,-46261.81,12470.79
Hotel Solaris,2025,12,REAL,0,0,29326.20,-360.58,-38.02,28927.59,-385.49,130.47,0.00,-17939.95,0.00,-18194.98,55.14,51475.63,62263.39,,0.00,-3380.60,-3380.60,0.00,36.20,36.20,-1095.27,-1374.16,-2433.23,-5813.83,25547.00,-20628.21,56449.57,-25383.82,31065.74
Hotel Solaris,2026,1,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16981.45,16981.45,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16981.45,-46506.52,-29525.07
Hotel Solaris,2026,1,REAL,0,0,-18791.30,319.82,0.00,-18471.48,341.91,-115.72,0.00,15911.96,0.00,16138.15,-48.91,24268.71,21886.48,,0.00,-222.05,-222.05,0.00,0.00,0.00,0.00,0.00,0.00,-222.05,-18693.53,16138.15,21664.42,-52512.27,-30847.85
Hotel Solaris,2026,2,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,-5511.39,0.00,-5511.39,-5511.39,0.00,-5511.39,-5511.39,-63205.74,-68717.13
Hotel Solaris,2026,2,REAL,0,0,26604.91,-310.41,0.00,26294.50,-331.86,112.32,0.00,-15443.96,0.00,-15663.50,46.57,-2312.16,8365.40,,0.00,-380.32,-380.32,0.00,0.00,0.00,-4126.65,0.00,-4126.65,-4506.97,25914.18,-19790.15,3858.44,-51073.49,-47215.05
Hotel Solaris,2026,3,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-3060.87,-7765.54,-10826.41,0.00,0.00,0.00,-6931.65,0.00,-6931.65,-17758.06,-10826.41,-6931.65,-17758.06,-128057.24,-145815.30
Hotel Solaris,2026,3,REAL,0,0,277.07,0.00,0.00,277.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277.07,,-2386.69,-1748.47,-4135.16,0.00,0.00,0.00,-4761.11,-1448.32,-6209.42,-10344.59,-3858.09,-6209.42,-10067.51,-85745.65,-95813.16
Hotel Solaris,2026,4,BUDGET,276,1645,27362.16,414.26,18.63,27795.06,122.99,1474.81,0.00,12363.88,0.00,13961.68,600.08,703.55,43060.36,156.07,-56136.82,-12735.22,-68872.05,-8862.71,-4425.31,-13288.02,-34313.84,-9114.41,-56716.27,-125588.31,-41076.99,-42754.59,-82527.95,-128808.71,-211336.66
Hotel Solaris,2026,4,REAL,0,0,-267522.76,0.00,0.00,-267522.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-267522.76,,0.00,-1071.00,-1071.00,-18173.76,-1911.67,-20085.42,0.00,-3442.69,-23528.11,-24599.11,-268593.77,-23528.11,-292121.87,-16389.63,-308511.50
Hotel Solaris,2026,5,BUDGET,3117,6138,341025.75,2912.34,198.92,344137.02,2055.03,8621.28,0.00,156008.25,0.00,166684.55,5791.56,969.14,517582.27,166.05,-75495.17,-45827.65,-121322.82,-54069.39,-14883.37,-68952.76,-107472.78,-10662.14,-187087.69,-308410.51,222814.19,-20403.14,209171.76,-149141.95,60029.81
Hotel Solaris,2026,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Solaris,2026,6,BUDGET,6869,9029,1347698.88,8676.68,456.94,1356832.50,6699.13,19081.56,0.00,354568.50,0.00,380349.18,13795.68,2910.17,1753887.53,255.35,-143420.37,-150439.13,-293859.50,-121106.46,-34161.33,-155267.79,-209004.56,-6928.39,-371200.74,-665060.25,1062972.99,9148.44,1088827.28,-249964.53,838862.76
Hotel Solaris,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Solaris,2026,7,BUDGET,8307,9248,1988911.87,5727.95,575.47,1995215.30,13348.28,25241.09,0.00,429985.34,333.29,468908.00,16619.75,3516.21,2484259.26,299.07,-156681.00,-243089.83,-399770.83,-145342.61,-37658.48,-183001.09,-241993.59,-7080.51,-432075.19,-831846.02,1595444.47,36832.81,1652413.23,-285093.37,1367319.86
Hotel Solaris,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Solaris,2026,8,BUDGET,7867,8593,2301902.40,4756.44,549.99,2307208.83,12216.57,23510.00,0.00,402824.10,300.86,438851.54,15794.66,2958.57,2764813.60,351.46,-150177.50,-294771.81,-444949.31,-134712.43,-26724.21,-161436.64,-225547.26,-6703.25,-393687.14,-838636.45,1862259.52,45164.40,1926177.15,-269497.83,1656679.32
Hotel Solaris,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Solaris,2026,9,BUDGET,7965,8633,1363588.91,1421.06,520.24,1365530.21,5771.27,22279.89,0.00,401796.89,107.16,429955.22,15647.53,1650.46,1812783.43,227.60,-155203.12,-188715.60,-343918.72,-136532.75,-36892.65,-173425.40,-233011.37,-6529.97,-412966.74,-756885.46,1021611.49,16988.48,1055897.96,-249703.04,806194.92
Hotel Solaris,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Solaris,2026,10,BUDGET,5163,6146,527837.14,1794.94,321.73,529953.80,2101.25,10405.11,0.00,252872.21,0.00,265378.58,10232.49,757.27,806322.14,156.16,-110557.05,-99238.06,-209795.11,-79260.39,-27278.24,-106538.63,-149200.12,-4699.11,-260437.86,-470232.97,320158.70,4940.72,336089.17,-174039.31,162049.86
Hotel Solaris,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Solaris,2026,11,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-2591.25,0.00,-2591.25,0.00,0.00,0.00,-23515.24,-1512.00,-25027.24,-27618.49,-2591.25,-25027.24,-27618.49,-78873.60,-106492.09
Hotel Solaris,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Solaris,2026,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87610.37,87610.37,,0.00,0.00,0.00,0.00,0.00,0.00,-7941.66,0.00,-7941.66,-7941.66,0.00,-7941.66,79668.70,-66689.84,12978.86
Hotel Solaris,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Titanium,2026,1,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-261.80,0.00,-261.80,0.00,0.00,0.00,-916.30,0.00,-916.30,-1178.10,-261.80,-916.30,-1178.10,-76762.20,-77940.30
Hotel Titanium,2026,1,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18179.14,-18179.14
Hotel Titanium,2026,2,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-217.80,0.00,-217.80,0.00,0.00,0.00,-4671.45,0.00,-4671.45,-4889.25,-217.80,-4671.45,-4889.25,-76088.20,-80977.45
Hotel Titanium,2026,2,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-28.19,-28.19,0.00,0.00,0.00,0.00,0.00,0.00,-28.19,-28.19,0.00,-28.19,-57299.80,-57327.99
Hotel Titanium,2026,3,BUDGET,576,1496,40765.71,416.21,0.00,41181.92,2136.99,3476.33,0.00,17885.20,199.62,23698.14,1669.03,0.00,66549.08,115.53,-39395.44,-10399.71,-49795.15,-8747.11,-2354.23,-11101.34,-18275.14,-619.10,-29995.58,-79790.73,-8613.23,-6297.44,-13241.64,-106422.12,-119663.76
Hotel Titanium,2026,3,REAL,320,1512,19215.99,136.15,0.00,19352.14,344.74,998.89,0.00,5971.19,0.00,7314.82,1894.79,0.00,28561.75,89.34,-23456.65,-6753.52,-30210.17,0.00,0.00,0.00,-19743.97,0.00,-19743.97,-49954.15,-10858.03,-12429.16,-21392.40,-79806.66,-101199.06
Hotel Titanium,2026,4,BUDGET,2947,7655,233550.41,1957.57,0.00,235507.98,11084.29,18031.24,0.00,109390.81,1035.39,139541.74,13873.18,0.00,388922.90,131.97,-49674.24,-45666.98,-95341.21,-44748.35,-12043.75,-56792.10,-102359.74,-10168.71,-169320.55,-264661.77,140166.77,-29778.82,124261.13,-166561.05,-42299.92
Hotel Titanium,2026,4,REAL,0,0,161780.99,121.27,0.00,161902.26,2696.11,8316.29,0.00,42311.71,0.00,53324.11,8269.71,0.00,223496.08,,0.00,-12458.87,-12458.87,-46190.73,-9640.81,-55831.54,0.00,-4302.94,-60134.48,-72593.35,149443.39,-6810.37,150902.72,-25354.15,125548.57
Hotel Titanium,2026,5,BUDGET,5959,11034,373918.03,3958.07,0.00,377876.10,22411.70,36457.97,0.00,248275.13,2093.50,309238.30,28050.66,0.00,715165.05,120.02,-80659.12,-70616.51,-151275.63,-90478.20,-24351.66,-114829.87,-145764.85,-17116.06,-277710.78,-428986.41,226600.47,31527.52,286178.64,-244351.55,41827.09
Hotel Titanium,2026,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Titanium,2026,6,BUDGET,6776,8978,378888.59,4501.18,0.00,383389.77,25486.94,41460.58,0.00,307694.46,2380.76,377022.74,56047.23,0.00,816459.74,120.49,-86039.71,-80007.01,-166046.72,-102893.23,-27693.09,-130586.33,-146911.10,-16352.57,-293850.00,-459896.72,217343.05,83172.74,356563.02,-216783.10,139779.92
Hotel Titanium,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Titanium,2026,7,BUDGET,6599,8300,1201718.26,4383.26,0.00,1206101.52,24819.25,40374.42,0.00,211364.04,2318.39,278876.11,31063.96,0.00,1516041.59,229.75,-80970.29,-173816.96,-254787.25,-100197.71,-26967.61,-127165.33,-138114.16,-7972.46,-273251.94,-528039.20,951314.27,5624.16,988002.39,-220886.97,767115.43
Hotel Titanium,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Titanium,2026,8,BUDGET,8695,10253,1702564.58,5775.59,0.00,1708340.16,32703.01,53199.24,0.00,273695.83,3054.82,362652.90,40931.34,0.00,2111924.40,242.90,-108052.76,-239815.05,-347867.82,-132025.22,-35533.79,-167559.02,-171069.41,-10449.25,-349077.68,-696945.49,1360472.35,13575.23,1414978.91,-270393.50,1144585.42
Hotel Titanium,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Titanium,2026,9,BUDGET,8877,10773,563169.55,5896.61,0.00,569066.17,33388.30,54314.01,0.00,378325.44,3118.83,469146.58,70766.14,0.00,1108978.89,124.93,-114022.78,-112402.78,-226425.57,-134791.77,-36278.39,-171070.17,-185488.54,-10716.06,-367274.77,-593700.33,342640.60,101871.82,515278.56,-253750.01,261528.55
Hotel Titanium,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Titanium,2026,10,BUDGET,4862,8940,329354.89,3229.84,0.00,332584.72,18288.26,29750.21,0.00,198557.00,1708.32,248303.79,55679.60,0.00,636568.11,130.92,-100574.61,-58379.87,-158954.48,-73831.47,-19871.30,-93702.77,-150687.25,-6391.88,-250781.90,-409736.37,173630.25,-2478.11,226831.74,-235183.79,-8352.05
Hotel Titanium,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Titanium,2026,11,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-1673.57,0.00,-1673.57,0.00,0.00,0.00,-3470.27,-1116.00,-4586.27,-6259.84,-1673.57,-4586.27,-6259.84,-80962.62,-87222.47
Hotel Titanium,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Titanium,2026,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-226.60,0.00,-226.60,0.00,0.00,0.00,-793.10,0.00,-793.10,-1019.70,-226.60,-793.10,-1019.70,-76721.31,-77741.01
